"id","obs_count","std","median","mean","skew","y"
329,793,3.1764828490082,2,3.43290043290043,2.01992486431824,0
330,249,2.32941020519371,2,2.54081632653061,3.12692910330729,0
331,605,2.73752157292241,2,2.64192139737991,3.13549854643757,0
332,314,3.28292162116451,1,2.7304347826087,3.07434948324362,0
333,207,1.67722227682664,2,2.32584269662921,1.33032074151979,0
334,3203,4.27652852851481,3,4.44244105409154,2.75666168853598,0
335,1377,5.76547550698034,3,5.04395604395604,3.19932187265799,0
336,1771,7.55913552341675,4,7.11244979919679,1.86539622236794,0
337,1833,9.58274111621813,4,6.52313167259786,4.25283603620422,0
338,8251,8.90684570131724,5,8.04191033138402,3.45673476485394,1
339,238,2.54932626811041,2,2.73563218390805,2.13480456677056,0
340,1642,5.34036388073156,3,4.82941176470588,2.7130779599804,0
341,205,1.6398502708757,1,2.02970297029703,2.56114957017013,0
342,2460,7.26950695868296,4,6.25954198473282,2.93015595192353,0
343,1216,4.70789773908234,2,3.98688524590164,4.57622403601162,0
344,175,4.02381124191594,3,4.16666666666667,2.80151293114485,0
345,1859,7.82686844292827,3,5.75541795665635,4.73162336838084,0
346,2182,10.9253206447201,3,4.83813747228381,16.4641672953012,0
347,7543,44.8161207779464,4,11.3428571428571,18.5331911627543,1
348,773,3.69832524334284,2,3.54587155963303,3.18028559880043,0
349,252,3.68194202942781,2,3.45205479452055,3.14083633515917,0
350,6864,17.0114414720598,5,7.58453038674033,21.3244538342418,0
351,3120,5.34251012317229,4,5.48330404217926,2.11170367590712,0
352,588,7.67427817156412,3,5.88,2.9478198249184,0
353,4133,11.8833500592368,4,7.39355992844365,6.51259690371346,1
354,669,3.41567395747386,2,3.46632124352332,2.01622433092794,0
355,153,3.9089675567573,1,1.77906976744186,8.81136952502583,0
356,223,2.1047005383148,2,2.37234042553191,2.56883833045819,0
357,979,10.3420665218246,2,5.02051282051282,9.41282668338652,0
358,616,2.6163600108518,2,3.03448275862069,2.13445707375542,0
359,1337,10.9196395025621,5,8.51592356687898,3.16130170147787,0
360,139,1.7804538367006,2,2.24193548387097,3.0967221163263,0
361,17471,15.9098288005322,8,13.3061690784463,3.03351833556757,0
362,1082,11.5628941923003,3,6.36470588235294,6.61005865637022,0
363,1435,5.2517683583622,3,5.25641025641026,2.11541159078338,0
